product_id,route_No,equ_name,start,duration,end
P202201101,1,Z-1002,56.0,4.0,60.0
P202201101,2,JM-3007,103.3,8.0,111.3
P202201101,3,Y-2045,111.3,1.6,112.9
P202201101,4,DI-4008,118.46666666666667,64.0,182.46666666666667
P202201101,5,JM-3002,187.03333333333333,5.0,192.03333333333333
P202201101,6,Y-2045,192.03333333333333,1.6,193.63333333333333
P202201101,7,JH-3004,194.53333333333333,5.833333333333333,200.36666666666667
P202201101,8,Y-2045,200.36666666666667,1.6,201.96666666666667
P202201101,9,JM-3005,203.36666666666667,6.666666666666667,210.03333333333333
P202201101,10,Y-2045,210.03333333333333,1.6,211.63333333333333
P202201101,11,JM-3011,211.63333333333333,6.333333333333333,217.96666666666667
P202201101,12,Y-2045,217.96666666666667,1.6,219.56666666666666
P202201101,13,DI-4001,346.3333333333333,64.0,410.3333333333333
P202201102,1,Z-1001,68.0,4.0,72.0
P202201102,2,JM-3007,93.0,3.3333333333333335,96.33333333333333
P202201102,3,Y-2045,96.33333333333333,0.8,97.13333333333334
P202201102,4,JH-3002,127.26666666666667,6.666666666666667,133.93333333333334
P202201102,5,Y-2045,133.93333333333334,0.8,134.73333333333332
P202201102,6,JM-3012,156.7,5.0,161.7
P202201102,7,Y-2045,161.7,0.8,162.5
P202201102,8,JM-3007,168.16666666666666,4.0,172.16666666666666
P202201102,9,Y-2045,172.16666666666666,0.8,172.96666666666667
P202201102,10,JH-3006,173.96666666666667,3.6666666666666665,177.63333333333333
P202201102,11,Y-2045,177.63333333333333,0.8,178.43333333333334
P202201102,12,JM-3009,198.8,7.0,205.8
P202201102,13,Y-2045,205.8,0.8,206.6
P202201102,14,DI-4015,293.26666666666665,32.0,325.26666666666665
P202201103,1,Z-1002,16.0,4.0,20.0
P202201103,2,JM-3008,31.333333333333332,3.3333333333333335,34.666666666666664
P202201103,3,Y-2045,34.666666666666664,0.8,35.46666666666667
P202201103,4,JH-3004,37.0,6.666666666666667,43.666666666666664
P202201103,5,Y-2045,43.666666666666664,0.8,44.46666666666667
