product_id,route_No,equ_name,start,duration,end
P202201101,1,Z-1001,52.0,4.0,56.0
P202201101,2,JM-3003,134.86666666666667,8.5,143.36666666666667
P202201101,3,Y-2045,143.36666666666667,1.6,144.96666666666667
P202201101,4,DI-4005,144.96666666666667,64.0,208.96666666666667
P202201101,5,JM-3002,268.4,5.5,273.9
P202201101,6,Y-2045,273.9,1.6,275.5
P202201101,7,JH-3002,300.8333333333333,6.333333333333333,307.1666666666667
P202201101,8,Y-2045,307.1666666666667,1.6,308.76666666666665
P202201101,9,JM-3003,315.0,7.166666666666667,322.1666666666667
P202201101,10,Y-2045,322.1666666666667,1.6,323.76666666666665
P202201101,11,JM-3006,387.23333333333335,6.833333333333333,394.06666666666666
P202201101,12,Y-2045,394.06666666666666,1.6,395.6666666666667
P202201101,13,DI-4003,605.1333333333333,64.0,669.1333333333333
P202201102,1,Z-1002,4.0,4.0,8.0
P202201102,2,JM-3012,126.76666666666667,3.8333333333333335,130.6
P202201102,3,Y-2045,130.6,0.8,131.4
P202201102,4,JH-3004,131.4,7.166666666666667,138.56666666666666
P202201102,5,Y-2045,138.56666666666666,0.8,139.36666666666667
P202201102,6,JM-3005,139.36666666666667,5.5,144.86666666666667
P202201102,7,Y-2045,144.86666666666667,0.8,145.66666666666666
P202201102,8,JM-3011,145.66666666666666,4.5,150.16666666666666
P202201102,9,Y-2045,150.16666666666666,0.8,150.96666666666667
P202201102,10,JH-3002,150.96666666666667,4.166666666666667,155.13333333333333
P202201102,11,Y-2045,155.13333333333333,0.8,155.93333333333334
P202201102,12,JM-3001,155.93333333333334,7.5,163.43333333333334
P202201102,13,Y-2045,163.43333333333334,0.8,164.23333333333332
P202201102,14,DI-4009,164.23333333333332,32.0,196.23333333333332
P202201103,1,Z-1002,0.0,4.0,4.0
P202201103,2,JM-3002,4.0,3.8333333333333335,7.833333333333333
P202201103,3,Y-2045,7.833333333333333,0.8,8.633333333333333
P202201103,4,JH-3006,13.733333333333333,7.166666666666667,20.9
P202201103,5,Y-2045,20.9,0.8,21.7
P202201103,6,JM-3009,21.7,5.5,27.2
P202201103,7,Y-2045,27.2,0.8,28.0
P202201103,8,JM-3005,28.0,4.5,32.5
P202201103,9,Y-2045,32.5,0.8,33.3
P202201103,10,JH-3005,68.0,4.166666666666667,72.16666666666667
P202201103,11,Y-2045,72.16666666666667,0.8,72.96666666666667
P202201103,12,JM-3009,72.96666666666667,7.5,80.46666666666667
P202201103,13,Y-2045,80.46666666666667,0.8,81.26666666666667
P202201103,14,DI-4010,81.26666666666667,32.0,113.26666666666667
P202201104,1,Z-1002,56.0,4.0,60.0
P202201104,2,JM-3001,177.93333333333334,3.5,181.43333333333334
P202201104,3,Y-2045,181.43333333333334,0.4,181.83333333333334
P202201104,4,JH-3003,246.26666666666668,6.5,252.76666666666668
P202201104,5,Y-2045,252.76666666666668,0.4,253.16666666666666
P202201104,6,JM-3005,329.26666666666665,5.5,334.76666666666665
P202201104,7,Y-2045,334.76666666666665,0.4,335.1666666666667
P202201104,8,JM-3001,699.4,4.5,703.9
P202201104,9,Y-2045,703.9,0.4,704.3
P202201104,10,DI-4010,704.3,16.0,720.3
P202201104,11,JH-3001,814.0666666666667,3.8333333333333335,817.9
P202201104,12,Y-2045,817.9,0.4,818.3
P202201104,13,JM-3012,818.3,7.166666666666667,825.4666666666667
P202201104,14,Y-2045,825.4666666666667,0.4,825.8666666666667
P202201104,15,DI-4010,825.8666666666667,16.0,841.8666666666667
P202201105,1,Z-1001,72.0,4.0,76.0
P202201105,2,JM-3005,164.2,3.8333333333333335,168.03333333333333
P202201105,3,Y-2045,168.03333333333333,1.6,169.63333333333333
P202201105,4,JH-3005,300.6,7.166666666666667,307.76666666666665
P202201105,5,Y-2045,307.76666666666665,1.6,309.3666666666667
P202201105,6,JM-3011,671.0333333333333,5.5,676.5333333333333
P202201105,7,Y-2045,676.5333333333333,1.6,678.1333333333333
P202201105,8,JM-3003,892.1666666666666,4.5,896.6666666666666
P202201105,9,Y-2045,896.6666666666666,1.6,898.2666666666667
P202201105,10,JH-3004,898.2666666666667,4.166666666666667,902.4333333333333
