product_id,route_No,equ_name,start,duration,end
P202201101,1,Z-1001,52.0,4.0,56.0
P202201101,2,JM-3003,123.2,8.0,131.2
P202201101,3,Y-2045,131.2,1.6,132.8
P202201101,4,DI-4005,273.6,64.0,337.6
P202201101,5,JM-3002,337.6,5.0,342.6
P202201101,6,Y-2045,342.6,1.6,344.2
P202201101,7,JH-3002,344.2,5.833333333333333,350.03333333333336
P202201101,8,Y-2045,350.03333333333336,1.6,351.6333333333333
P202201101,9,JM-3003,351.6333333333333,6.666666666666667,358.3
P202201101,10,Y-2045,358.3,1.6,359.9
P202201101,11,JM-3006,359.9,6.333333333333333,366.23333333333335
P202201101,12,Y-2045,366.23333333333335,1.6,367.8333333333333
P202201101,13,DI-4003,557.1,64.0,621.1
P202201102,1,Z-1002,4.0,4.0,8.0
P202201102,2,JM-3012,8.066666666666666,3.3333333333333335,11.4
P202201102,3,Y-2045,11.4,0.8,12.2
P202201102,4,JH-3004,12.2,6.666666666666667,18.866666666666667
P202201102,5,Y-2045,18.866666666666667,0.8,19.666666666666668
P202201102,6,JM-3005,19.666666666666668,5.0,24.666666666666668
P202201102,7,Y-2045,24.666666666666668,0.8,25.466666666666665
P202201102,8,JM-3011,33.4,4.0,37.4
P202201102,9,Y-2045,37.4,0.8,38.2
P202201102,10,JH-3002,39.13333333333333,3.6666666666666665,42.8
P202201102,11,Y-2045,42.8,0.8,43.6
P202201102,12,JM-3001,43.6,7.0,50.6
P202201102,13,Y-2045,50.6,0.8,51.4
P202201102,14,DI-4009,51.4,32.0,83.4
P202201103,1,Z-1002,0.0,4.0,4.0
P202201103,2,JM-3002,4.0,3.3333333333333335,7.333333333333333
P202201103,3,Y-2045,7.333333333333333,0.8,8.133333333333333
P202201103,4,JH-3006,13.233333333333333,6.666666666666667,19.9
P202201103,5,Y-2045,19.9,0.8,20.7
P202201103,6,JM-3009,20.7,5.0,25.7
P202201103,7,Y-2045,25.7,0.8,26.5
P202201103,8,JM-3005,32.2,4.0,36.2
P202201103,9,Y-2045,36.2,0.8,37.0
P202201103,10,JH-3005,37.93333333333333,3.6666666666666665,41.6
P202201103,11,Y-2045,41.6,0.8,42.4
P202201103,12,JM-3009,42.4,7.0,49.4
P202201103,13,Y-2045,49.4,0.8,50.2
P202201103,14,DI-4010,50.2,32.0,82.2
P202201104,1,Z-1002,56.0,4.0,60.0
P202201104,2,JM-3001,71.56666666666666,3.0,74.56666666666666
P202201104,3,Y-2045,74.56666666666666,0.4,74.96666666666667
P202201104,4,JH-3003,77.5,6.0,83.5
P202201104,5,Y-2045,83.5,0.4,83.9
P202201104,6,JM-3005,100.76666666666667,5.0,105.76666666666667
P202201104,7,Y-2045,105.76666666666667,0.4,106.16666666666667
P202201104,8,JM-3001,111.16666666666667,4.0,115.16666666666667
P202201104,9,Y-2045,115.16666666666667,0.4,115.56666666666666
P202201104,10,DI-4010,233.2,16.0,249.2
P202201104,11,JH-3001,249.2,3.3333333333333335,252.53333333333333
P202201104,12,Y-2045,252.53333333333333,0.4,252.93333333333334
P202201104,13,JM-3012,252.93333333333334,6.666666666666667,259.6
P202201104,14,Y-2045,259.6,0.4,260.0
P202201104,15,DI-4010,260.0,16.0,276.0
P202201105,1,Z-1001,72.0,4.0,76.0
P202201105,2,JM-3005,135.86666666666667,3.3333333333333335,139.2
P202201105,3,Y-2045,139.2,1.6,140.8
P202201105,4,JH-3005,144.8,6.666666666666667,151.46666666666667
P202201105,5,Y-2045,151.46666666666667,1.6,153.06666666666666
P202201105,6,JM-3011,165.0,5.0,170.0
P202201105,7,Y-2045,170.0,1.6,171.6
P202201105,8,JM-3003,176.3,4.0,180.3
P202201105,9,Y-2045,180.3,1.6,181.9
P202201105,10,JH-3004,181.9,3.6666666666666665,185.56666666666666
P202201105,11,Y-2045,185.56666666666666,1.6,187.16666666666666
P202201105,12,JM-3002,189.86666666666667,7.0,196.86666666666667
P202201105,13,Y-2045,196.86666666666667,1.6,198.46666666666667
P202201105,14,DI-4010,276.0,64.0,340.0
P202201106,1,Z-1001,16.0,4.0,20.0
P202201106,2,JM-3009,26.2,3.0,29.2
P202201106,3,Y-2045,29.2,1.6,30.8
P202201106,4,JH-3004,47.833333333333336,6.0,53.833333333333336
P202201106,5,Y-2045,53.833333333333336,1.6,55.43333333333333
P202201106,6,JM-3004,60.9,5.0,65.9
P202201106,7,Y-2045,65.9,1.6,67.5
P202201106,8,JM-3009,68.96666666666667,4.0,72.96666666666667
P202201106,9,Y-2045,72.96666666666667,1.6,74.56666666666666
P202201106,10,DI-4014,89.6,64.0,153.6
P202201106,11,JH-3001,153.6,3.3333333333333335,156.93333333333334
P202201106,12,Y-2045,156.93333333333334,1.6,158.53333333333333
P202201106,13,JM-3001,158.53333333333333,6.666666666666667,165.2
P202201106,14,Y-2045,165.2,1.6,166.8
P202201106,15,DI-4002,166.8,64.0,230.8
