product_id,route_No,equ_name,start,duration,end
P202201101,1,Z-1001,52.0,4.0,56.0
P202201101,2,JM-3003,129.5,8.5,138.0
P202201101,3,Y-2045,138.0,1.6,139.6
P202201101,4,DI-4005,139.6,64.0,203.6
P202201101,5,JM-3002,270.9,5.5,276.4
P202201101,6,Y-2045,276.4,1.6,278.0
P202201101,7,JH-3002,429.46666666666664,6.333333333333333,435.8
P202201101,8,Y-2045,435.8,1.6,437.4
P202201101,9,JM-3003,442.06666666666666,7.166666666666667,449.23333333333335
P202201101,10,Y-2045,449.23333333333335,1.6,450.8333333333333
P202201101,11,JM-3006,580.7666666666667,6.833333333333333,587.6
P202201101,12,Y-2045,587.6,1.6,589.2
P202201101,13,DI-4003,854.1666666666666,64.0,918.1666666666666
P202201102,1,Z-1002,4.0,4.0,8.0
P202201102,2,JM-3012,8.0,3.8333333333333335,11.833333333333334
P202201102,3,Y-2045,11.833333333333334,0.8,12.633333333333333
P202201102,4,JH-3004,12.633333333333333,7.166666666666667,19.8
P202201102,5,Y-2045,19.8,0.8,20.6
P202201102,6,JM-3005,20.6,5.5,26.1
P202201102,7,Y-2045,26.1,0.8,26.9
P202201102,8,JM-3011,26.9,4.5,31.4
P202201102,9,Y-2045,31.4,0.8,32.2
P202201102,10,JH-3002,32.2,4.166666666666667,36.36666666666667
P202201102,11,Y-2045,36.36666666666667,0.8,37.166666666666664
P202201102,12,JM-3001,43.2,7.5,50.7
P202201102,13,Y-2045,50.7,0.8,51.5
P202201102,14,DI-4009,51.5,32.0,83.5
P202201103,1,Z-1002,0.0,4.0,4.0
P202201103,2,JM-3002,4.0,3.8333333333333335,7.833333333333333
P202201103,3,Y-2045,7.833333333333333,0.8,8.633333333333333
P202201103,4,JH-3006,13.733333333333333,7.166666666666667,20.9
P202201103,5,Y-2045,20.9,0.8,21.7
P202201103,6,JM-3009,21.7,5.5,27.2
P202201103,7,Y-2045,27.2,0.8,28.0
P202201103,8,JM-3005,28.0,4.5,32.5
P202201103,9,Y-2045,32.5,0.8,33.3
P202201103,10,JH-3005,33.3,4.166666666666667,37.46666666666667
P202201103,11,Y-2045,37.46666666666667,0.8,38.266666666666666
P202201103,12,JM-3009,67.6,7.5,75.1
P202201103,13,Y-2045,75.1,0.8,75.9
P202201103,14,DI-4010,75.9,32.0,107.9
P202201104,1,Z-1002,56.0,4.0,60.0
P202201104,2,JM-3001,63.2,3.5,66.7
P202201104,3,Y-2045,66.7,0.4,67.1
P202201104,4,JH-3003,76.66666666666667,6.5,83.16666666666667
P202201104,5,Y-2045,83.16666666666667,0.4,83.56666666666666
P202201104,6,JM-3005,141.66666666666666,5.5,147.16666666666666
